provincia,departamento,localidad,tipo,subtipo,nombre,direccion,piso,cp,telefono,email,web
San Juan,Capital,San Juan,Industrias Culturales,Editoriales de libros,Efu,Calle Mitre Este 396,,,,,www.unsj.edu.ar
San Juan,Capital,San Juan,Festivales,Eventos feriales artesanales,Feria Internacional de Artesanías,Av 25 de Mayo y Las Heras,,,(0264) 15 40 37 376/(0264) 43 06 641,monarturosanjuan@yahoo.com.ar,
San Juan,Caucete,Caucete,Espacios Culturales,Bibliotecas populares,Bip. Pop. Colon,Diagonal Sarmiento 658,,5442,0264-4961798,,
San Juan,Caucete,Caucete,Patrimonio,Espacios de exhibición patrimonial,Museo Historico Regional Caucete,Juan José Bustos Esq. Coronel Cabot S/N,,5442,0264 - 4226493,Amupri2@yahoo.com.ar,
San Juan,Caucete,Caucete,Patrimonio,Monumentos y lugares históricos,Ex Hospital César Aguilar,J. J. Bustos 1550,,,,,
San Juan,Caucete,Caucete,Espacios Culturales,Organizaciones de la Sociedad Civil,Cooperativa de Provision de Servicios y Consumo Para Estudiantes Confluencia Limitada,- 13,,5442,(0264) 154727613/154727639,confluenciaestudiantilnacional@yahoo.com.ar,
San Juan,Caucete,Caucete,Espacios Culturales,Organizaciones de la Sociedad Civil,Cooperativa de Trabajo Educar Limitada,Aman Rawson y 1º Junta 14,,5442,(0264) 155047981/156711800,info@cooperativaeducar.com.ar,
San Juan,Caucete,Caucete,Espacios Culturales,Organizaciones de la Sociedad Civil,Biblioteca Popular Colon,Diagonal Sarmiento 658,,5442,,,
San Juan,Caucete,Caucete,Espacios Culturales,Organizaciones de la Sociedad Civil,Fundacion Solo Dios Basta,Mendoza 317,,5442,0264-4963724/0264-154594805/0264-154427329,"fsolodiosbasta@infovia.com.ar, jcloro@hotmail.com",
San Juan,Caucete,Caucete,Espacios Culturales,Organizaciones de la Sociedad Civil,Cooperativa Confluencia Limitada,Tucumán,,5442,0264-154727613/0264-154727639,jaolivarez2@yahoo.com.ar,
San Juan,Caucete,Caucete,Industrias Culturales,Radios,Radio Vida,Diag. Sarmiento 548,,,,,
San Juan,Chimbas,Chimbas,Espacios Culturales,Bibliotecas populares,Bip. Pop. Santo Domingo,Falucho y Fernández,,,0264-4311778,,
San Juan,Chimbas,Chimbas,Espacios Culturales,Bibliotecas populares,Bip. Pop. Horizontes,Oratorio S/N,,,4942028-4254447-4236287,juananavarro.siglo21@yahoo.com.ar,
San Juan,Chimbas,Chimbas,Espacios Culturales,Bibliotecas populares,Bip. Pop. las Ideas No Se Matan,Rastreador Calívar Alerces,,,,,
San Juan,Chimbas,Chimbas,Espacios Culturales,Organizaciones de la Sociedad Civil,Fundacion de Proteccion Civil,Colon 145,,5413,(0264) 154409929,chachim_2006@hotmail.com,
San Juan,Chimbas,Chimbas,Espacios Culturales,Organizaciones de la Sociedad Civil,Agrupacion Juventud y Amistad,El Arriero Oeste 5970,,5413,(0264) 154554369,sambasol@argentina.com,
San Juan,Chimbas,Chimbas,Espacios Culturales,Organizaciones de la Sociedad Civil,Union Vecinal Barrio Santo Domingo,Formosa y Enrique Lorenzo Fernandez S/N,,5413,,,
San Juan,Chimbas,Chimbas,Espacios Culturales,Organizaciones de la Sociedad Civil,Union Vecinal Bº Virgen Nuestyra Señora del Rosario de Andacollo,Gallardo Velez 2,,5413,(0264)4310029,,
San Juan,Chimbas,Chimbas,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacon Manos Sanjuaninas Amasan,Neunquen 4428,,5413,,,
San Juan,Chimbas,Chimbas,Espacios Culturales,Organizaciones de la Sociedad Civil,Centro de la Tercera Edad Todos a la Villa San Patricio,Patagonia 1599,,5413,(0264) 4262442,(0264) 4264364,
San Juan,Chimbas,Chimbas,Espacios Culturales,Organizaciones de la Sociedad Civil,Centro Patriotico Sanjuanino Cepas,Progreso 287 E,,5424,,,
San Juan,Chimbas,Chimbas,Espacios Culturales,Organizaciones de la Sociedad Civil,Union Vecinal Villa Obrera,Rastreador Calivar Norte 151,,5413,,,
San Juan,Chimbas,Chimbas,Espacios Culturales,Organizaciones de la Sociedad Civil,Agrupacion Unidos de Villa Paula,Rodriguez (Oeste) 620,,5413,(0264) 431-2596/431-3472,carli_li2004@yahoo.com.ar,
San Juan,Chimbas,Chimbas,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Civil Agrupacion Unidos de Villa Paula,Rodríguez 620,,5413,0264-4312596/0264-4313472,cari_li2004@yahoo.com.ar,
San Juan,Chimbas,Chimbas,Industrias Culturales,Radios,Horizonte Fm,Av. Benavidez 2681,,,,,
San Juan,Chimbas,Chimbas,Industrias Culturales,Radios,Fm Rio,Mendoza y Remidios de Escalada,,,,,
San Juan,Chimbas,Chimbas,Industrias Culturales,Editoriales de libros,Centella Ediciones,B. San Martín 0,Piso 1 Depto. B,,,,
San Juan,Iglesia,Iglesia,Espacios Culturales,Bibliotecas populares,Bip. Pop. la Colola,La Colola,,,0264-156734493,,
San Juan,Iglesia,Iglesia,Patrimonio,Monumentos y lugares históricos,Antiguo Molino Escobar O de Iglesia y Viejo Molino de Bella Vista,S/D,,,,,
San Juan,Iglesia,Las Flores,Espacios Culturales,Bibliotecas populares,Bip. Pop. las Flores,Caseros S/N,,5467,02647-497065/75/4252650,biblpoplasflores2620@yahoo.com.ar,
San Juan,Iglesia,Las Flores,Patrimonio,Monumentos y lugares históricos,Paraje El Sauce,Ruta Nacional 150,,,,,
San Juan,Iglesia,Las Flores,Patrimonio,Monumentos y lugares históricos,"Iglesia de Achango y su Entorno, Compuesto Por el Caserío, Los Corrales y el Cementerio",S/D,,,,,
San Juan,Iglesia,Rodeo,Espacios Culturales,Bibliotecas populares,Bip. Pop. Juan Pablo Garramuño,Santo Domingo,,5465,0264-154587436,,
San Juan,Jáchal,San Jose de Jachal,Espacios Culturales,Bibliotecas populares,Bip. Pop. Domingo Faustino Sarmiento,Juan de Echegaray y San Martin,,5460,02647-421009/154053819,bibliotecasarmiento_jachal@yahoo.com.ar,
San Juan,Jáchal,San Jose de Jachal,Patrimonio,Espacios de exhibición patrimonial,Museo Arqueologico Prieto,Av. 25 de Mayo Oeste 788,,5400,(02647) 420298,Amupri2@yahoo.com.ar,
San Juan,Jáchal,San Jose de Jachal,Patrimonio,Espacios de exhibición patrimonial,Templo de San Jose de Jachal,San Juan Esq. Juan Echegaray,,5460,02647 - 420003,,www.turismo.sanjuan.gov.ar
San Juan,Jáchal,San Jose de Jachal,Patrimonio,Monumentos y lugares históricos,Templo de San José de Jachal,S/D,,,,,
San Juan,Jáchal,San Jose de Jachal,Patrimonio,Monumentos y lugares históricos,Conjunto de Molinos de Jachal,S/D,,,,,
San Juan,Jáchal,San Jose de Jachal,Espacios Culturales,Organizaciones de la Sociedad Civil,Biblioteca Popular Domingo Faustino Sarmiento,San Martin 702,,5460,(02647) 420-232,bibliotecasarmiento_jachal@yahoo.com.ar,
San Juan,Jáchal,San Jose de Jachal,Industrias Culturales,Radios,Fm Norte,25 de Mayo 670,,,,,
San Juan,Jáchal,San Jose de Jachal,Espacios Culturales,Casas de la Historia y la Cultura del Bicentenario,Casa del Bicentenario,San Juan 647,,,,,
San Juan,Jáchal,San Jose de Jachal,Industrias Culturales,TV digital abierta,Antena Transmisora de Television Digital Terrestre,Ruta Provincial 456,,,,,
San Juan,9 de Julio,9 de Julio,Espacios Culturales,Bibliotecas populares,Bip. Pop. Pedro Guerrero,Sarmiento,,5417,0264-4977155/4977014,bib pedro guerrero@hotmail.com,
San Juan,Pocito,Pocito,Espacios Culturales,Bibliotecas especializadas,Biblioteca de la Eea San Juan,Ing. Marcos Zalazar (Calle 11)Y Vidart,,5427,0264-4921079/4921191,drodriguez@sanjuan.inta.gov.ar,www.inta.gov.ar/sanjuan/biblioteca/biblioteca.htm 
San Juan,Pocito,Pocito,Espacios Culturales,Bibliotecas especializadas,Biblioteca Inta Eea,Calle 11 y Vidart,,5427,"(0264) 492-1191, 491 1079 Int 217",drodriguez@sanjuan.inta.gov.ar,www.inta.gov.ar/info/biblio/bases/ccppaa.htm
San Juan,Pocito,Pocito,Espacios Culturales,Bibliotecas populares,Bip. Pop. Ceferino Namuncura,Anacleto Gil S/N,,,,,
San Juan,Pocito,Pocito,Espacios Culturales,Bibliotecas populares,Bip. Pop. Juan de la Torre,Callejón Echegaray y Vidart Entre 7 y 8,,,,,
San Juan,Pocito,Pocito,Espacios Culturales,Bibliotecas populares,Bip. Pop. Pablo Alberto del Carril,Constitución 166,,,0264- 4240554,matias_793@hotmail.com,
San Juan,Pocito,Pocito,Espacios Culturales,Bibliotecas populares,Bip. Pop. Dr. Antonio Aberastain,Uriburu (S) 238,,5427,4921818 4921070 int 128,bibliotecaaberastain@yahoo.com.ar,
San Juan,Pocito,Pocito,Patrimonio,Monumentos y lugares históricos,Monolitos Que Recuerdan Antonio Aberastain Martir de las Autonimias Provinciales,"Av. Aberastain Entre Calle 16 y 17, y Av. Intenden",,,,,
San Juan,Pocito,Pocito,Industrias Culturales,Radios,Fm Estelar,Vidart 971,,,,,
San Juan,Rawson,Rawson,Espacios Culturales,Bibliotecas populares,Bip. Pop. Fray J.S.N. de Oro,12 de Octubre 452,,,,,
San Juan,Rawson,Rawson,Espacios Culturales,Bibliotecas populares,Bip. Pop. Jose Manuel Estrada,20 de Junio S/N,,,,,
San Juan,Rawson,Rawson,Espacios Culturales,Bibliotecas populares,Bip. Pop. Roberto J. Payró,Almafuerte Entre Yapeyú y Misiones,,,0264-4343599,robertojpayro@hotmail.com,
San Juan,Rawson,Rawson,Espacios Culturales,Bibliotecas populares,Bip. Pop. Alfonsina Storni,Juan Aguilar 577 O,,,0264-4342684,,
San Juan,Rawson,Rawson,Espacios Culturales,Bibliotecas populares,Bip. Pop. Indalecia Carmona Rios,Laprida 287 E,,,,,
San Juan,Rawson,Rawson,Espacios Culturales,Bibliotecas populares,Bip. Pop. Sur,Rep. del Líbano 317 E,,,0264-155047275,bibliotecapopularsur@hotmail.es,
San Juan,Rawson,Rawson,Espacios Culturales,Bibliotecas populares,Bip. Pop. Sociedad de Los Patriotas Noveles,Rep. del Líbano y España,,,0264-4340291/ 154844710,bibliotecapop@yahoo.com.ar,
San Juan,Rawson,Rawson,Espacios Culturales,Bibliotecas populares,Bip. Pop. Rogelio Pérez Olivera,Tahona y Coria Medanito,,,,,
San Juan,Rawson,Rawson,Espacios Culturales,Bibliotecas populares,Bip. Pop. Cervantes,General Acha S/N E/5 y 6,,5425,0264-154033404,bpc_08@yahoo.com.ar,
San Juan,Rawson,Rawson,Espacios Culturales,Bibliotecas populares,Bip. Pop. Mariano Moreno,Santa Rosa 4257,,5425,0264-4241032,bibliotecapopularmarianomoreno@hotmail.com,
San Juan,Rawson,Rawson,Patrimonio,Espacios de exhibición patrimonial,Museo a Cielo Abierto Nicefora Diaz de Menendez,Av. Mendoza Entre Jose Dolores y Laprida,,5425,,,
San Juan,Rawson,Rawson,Patrimonio,Monumentos y lugares históricos,Gruta de Fátima,General Acha 2820 Sur,,,,,
San Juan,Rawson,Rawson,Espacios Culturales,Organizaciones de la Sociedad Civil,Union Vecinal de Trinidad,Abraham Tapia 1380,,5425,21-4626,,
San Juan,Rawson,Rawson,Espacios Culturales,Organizaciones de la Sociedad Civil,Biblioteca Popular Roberto J. Payro,Almafuerte S/N,,5425,,,
San Juan,Rawson,Rawson,Espacios Culturales,Organizaciones de la Sociedad Civil,Taller Solidario Nidito de Amor,Boulevard Sarmiento 474,,5423,34-1126,,
San Juan,Rawson,Rawson,Espacios Culturales,Organizaciones de la Sociedad Civil,Union Vecinal Barrio Gral. Manuel Belgrano,Eduardo Wilde 542,,5425,28-0054/22-8297,,
San Juan,Rawson,Rawson,Espacios Culturales,Organizaciones de la Sociedad Civil,"Centro de Jubilados, Pensionados y de Tercera Edad Lazos de Amistad",Entre Rios y Jose Dolores S/N,,5424,(0264) 4242075,,
San Juan,Rawson,Rawson,Espacios Culturales,Organizaciones de la Sociedad Civil,Damas de la Policia de San Juan,Fernandez Oro Esq. Neuquen 1703,,5424,(0264) 4340890,_sanjuan@yahoo.com.ar,
San Juan,Rawson,Rawson,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Civil Sin Fines de Lucro,Genova 1447,,5423,(064)24-2323/25-1138,,
San Juan,Rawson,Rawson,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Gaucha Martin Fierro,Hipolito Irigoyen 1943 Sur,,5424,(0264) 156719434,pepecuyo@hotmail.com,
San Juan,Rawson,Rawson,Espacios Culturales,Organizaciones de la Sociedad Civil,Biblioteca la Sociedad de Los Patriotas Noveles,Juan Aguilar 22 O,,5425,0264-4340291,,
San Juan,Rawson,Rawson,Espacios Culturales,Organizaciones de la Sociedad Civil,Union Vecinal Villa Don Pablo,Olegario Andrade 3588,,5425,,,
San Juan,Rawson,Rawson,Espacios Culturales,Organizaciones de la Sociedad Civil,Union Vecinal de Fomento Villa Cenobia Bustos,Perona 136,,J5425XAB,,,
San Juan,Rawson,Rawson,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Civil Integradora de Trabajo,Quiroz Lote,,5425,0264-154723624/155068120,,
San Juan,Rawson,Rawson,Espacios Culturales,Organizaciones de la Sociedad Civil,Fundacion Rawson,Republica del Libano y Santiago del Estero S/N,,5425,(0264) 424-0920,,
San Juan,Rawson,Rawson,Espacios Culturales,Organizaciones de la Sociedad Civil,Union Vecinal San Francisco del Monte,Carlos Sarmiento 1783,,5400,(064)22-7998,,
San Juan,Rawson,Rawson,Espacios Culturales,Organizaciones de la Sociedad Civil,Union Vecinal Bº Edilco I,Cano 299 Este,,5224,(0264)4286319,,
San Juan,Rawson,Rawson,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Civil Artesanos de Rawson,Boulevard Sarmiento S/N,,5424,(0264)4287202,,
San Juan,Rawson,Rawson,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Para la Restauracionde Habitos y Costumbres Para el Desarrollo Educativo,Rosario de San Nicolas,,5424,,,
San Juan,Rivadavia,Rivadavia,Espacios Culturales,Bibliotecas especializadas,Biblioteca Central,Av. I.De La Roza 1516,,J5402DDP,(0264) 4292380,biblioteca@uccuyo.edu.ar; rectorado@uccuyo.edu.ar,www.uccuyo.edu.ar
San Juan,Rivadavia,Rivadavia,Espacios Culturales,Bibliotecas populares,Bip. Pop. Juan Romulo Fernandez,Ignacio de La Rosa 4456,,5400,0264-4330473/4215079/155023472/155034103,bibliotecajuanromulofernandez@hotmail.com,
San Juan,Rivadavia,Rivadavia,Espacios Culturales,Bibliotecas populares,Bip. Pop. Constancia y Accion,Av.San Martin 7195,,5407,0264-154176201/155071528/154515631,sotomayor_sj@yahoo.com.ar,
San Juan,Rivadavia,Rivadavia,Espacios Culturales,Bibliotecas populares,Bip. Pop. Ivonne Barud de Quattropani,Av. Libertador San Martín 4301 O,,,,viky_cb52@hotmail.com,
San Juan,Rivadavia,Rivadavia,Espacios Culturales,Bibliotecas populares,Bip. Pop. Emilio Berbari,Gral. Sucre 1940 S,,,,mcconsultora@interredes.com.ar,
San Juan,Rivadavia,Rivadavia,Espacios Culturales,Bibliotecas populares,Bip. Pop. Miguel Beato Tejada,Granaderos Casa 15 Manzana 7,,5400,0264-4232673/4224994 /4239418,biblio_mtejada@hotmail.com,
San Juan,Rivadavia,Rivadavia,Espacios Culturales,Bibliotecas populares,Bip. Pop. Rayos de Luz,Mariano Moreno (Sur) 270,,5400,0264-4260691/4263527,AVECCOCTEAU@HOTMAIL.COM,
San Juan,Rivadavia,Rivadavia,Espacios Culturales,Bibliotecas populares,Bip. Pop. Dr. Pablo Ramella,Plumerillo,,5400,0264-4232703-4263540,bibliotecapabloramellasj@hotmail.com,
San Juan,Rivadavia,Rivadavia,Espacios Culturales,Bibliotecas populares,Bip. Pop. 23 de Septiembre,Pueyrredón 1692,,,4331520/4237614,,
San Juan,Rivadavia,Rivadavia,Espacios Culturales,Bibliotecas populares,Bip. Pop. Argentina,R.S.Peña y Alte.Brown,,5400,0264-4260075/4342531,,
San Juan,Rivadavia,Rivadavia,Espacios Culturales,Bibliotecas populares,Bip. Pop. Sociedad Opinion de Juventud,Rastreador Calivar 1616,,5400,0264-4331836 / 155303201,opiniodejuventud@hotmail.com,
San Juan,Rivadavia,Rivadavia,Espacios Culturales,Bibliotecas populares,Bip. Pop. San Josemaría Escrivá,Reconquista 568 O,,,4238477 / 154033739,bibliotecapopularsanjosemaria@yahoo.com.ar,
San Juan,Rivadavia,Rivadavia,Espacios Culturales,Bibliotecas populares,Bip. Pop. Virgen del Carmen,San Lorenzo 1998 O,,,0264-4234399/4233427,,
San Juan,Rivadavia,Rivadavia,Patrimonio,Espacios de exhibición patrimonial,Museo y Biblioteca Hnos. Nacif Weiss,Av. Jose Ignacio de La Roza (Oeste) 1516,,5400,(0264) 4292348,,
San Juan,Rivadavia,Rivadavia,Patrimonio,Espacios de exhibición patrimonial,Museo Historico Policial Sub. Crio. Gabriel E. Guzzo,Benavides 7500,,5413,(0264) 4231986,,
San Juan,Rivadavia,Rivadavia,Patrimonio,Espacios de exhibición patrimonial,Museo del Vino: Santiago Graffigna,Colón (Norte) 1342,,5400,0264 -4214227,museo.graffigna@pernod-ricard-argentina.com.ar,www.pernod-ricard.com.ar
San Juan,Rivadavia,Rivadavia,Patrimonio,Monumentos y lugares históricos,1º Usina Hidroeléctrica de San Juan - Bgas. Grafigna,Alte. Brown Esq. Av. Benavidez,,,,,
San Juan,Rivadavia,Rivadavia,Espacios Culturales,Organizaciones de la Sociedad Civil,Centro Tradicionalista el Mangrullo,Baigorria 164,,5407,(0264) 4331-152,,
San Juan,Rivadavia,Rivadavia,Espacios Culturales,Organizaciones de la Sociedad Civil,Sociedad Cultural Constancia y Accion,San Martin 7195,,5400,(0264)4330158,gabriela463@yahoo.com.ar,
San Juan,Rivadavia,Rivadavia,Espacios Culturales,Organizaciones de la Sociedad Civil,Fundacion Aguaribay,0,,5400,(0264) 423-7307,presidencia@fundacionaguaribay.org.ar,
San Juan,Rivadavia,Rivadavia,Espacios Culturales,Organizaciones de la Sociedad Civil,Biblioteca Popular Margarita Mugnos de Escudero,0,,5400,(0264) 426-2806,anitagalvarez@hotmail.com,
San Juan,Rivadavia,Rivadavia,Espacios Culturales,Organizaciones de la Sociedad Civil,Union Vecinal Villa del Carmen,1º de Mayo 2151,,J5406DYM,(0264) 434-1789,,
San Juan,Rivadavia,Rivadavia,Espacios Culturales,Organizaciones de la Sociedad Civil,Union Vecinal Barrio Jardin Policial,1º de Mayo y Tolon S/N,,5400,,,
San Juan,Rivadavia,Rivadavia,Espacios Culturales,Organizaciones de la Sociedad Civil,Biblioteca Popular Argentina,Alte. Browny Roque Saenz Peña S/N,,5400,,,
San Juan,Rivadavia,Rivadavia,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Civil Ballet Nueva Era,Av. Benavidez 2916 Oeste,,5400,(0264) 4262076,,
San Juan,Rivadavia,Rivadavia,Espacios Culturales,Organizaciones de la Sociedad Civil,Centro Cultural Para el Desarrollo Social Evita,Comandante Cabot 3180,,5400,(0264) 155064841,,
San Juan,Rivadavia,Rivadavia,Espacios Culturales,Organizaciones de la Sociedad Civil,Union Vecinal Villa Alferez Camus,Coronel Sarmiento 182 Sur,,5400,(0264) 4332424,,
San Juan,Rivadavia,Rivadavia,Espacios Culturales,Organizaciones de la Sociedad Civil,Union Vecinal Villa Giuliani,Costa Canal S/N,,5400,(0264) 4261-406,unionvecinalvillagiuliani@hotmail.com,
San Juan,Rivadavia,Rivadavia,Espacios Culturales,Organizaciones de la Sociedad Civil,Tercera Edad Renacer A. Maria,Dorrego y Paula Albarracin de Sarmiento S/N,,5400,(0264) 4239585,,
San Juan,Rivadavia,Rivadavia,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion de Los Pueblos Originarios Sanjuaninos,Esmeralda S/N,,5400,02641-55040483,elisahuarpe@yahoo.com.ar,
San Juan,Rivadavia,Rivadavia,Espacios Culturales,Organizaciones de la Sociedad Civil,Instituto Cultural Argentino Chileno,Espejo 78,,5400,(0264) 4239-439,ong_icachi@yahoo.com.ar,
San Juan,Rivadavia,Rivadavia,Espacios Culturales,Organizaciones de la Sociedad Civil,Union Vecinal Barrio Gendarmeria,Gendarme Argentino S/N,,5400,(0264) 4331-361/4331-433,,
San Juan,Rivadavia,Rivadavia,Espacios Culturales,Organizaciones de la Sociedad Civil,Centro de Residentes Jacacheros en San Juan,Granaderos S/N,,5400,,,
San Juan,Rivadavia,Rivadavia,Espacios Culturales,Organizaciones de la Sociedad Civil,Comunidad Warpe del Territorio del Cuyum,Libertador Sur 103,,J5406NBC,(0264) 4232-579,balmajorge@hotmail.com,
San Juan,Rivadavia,Rivadavia,Espacios Culturales,Organizaciones de la Sociedad Civil,Fundacion Solydar,Mariano Moreno 270,,5400,0264-4260691/0264-156729681,fundacionsolydar@hotmail.com,
San Juan,Rivadavia,Rivadavia,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Civil Manos Abiertas,Mariano Moreno 270 Sur,,5400,(0264) 4260691,monosabiertas1@hotmail.com,
San Juan,Rivadavia,Rivadavia,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Civil Biblioteca Popuilar Rayo de Luz,Mariano Moreno 270 Sur,,5400,(0264) 4290691,blibiotecayodeluz@hotmail.com,
San Juan,Rivadavia,Rivadavia,Espacios Culturales,Organizaciones de la Sociedad Civil,Union Vecinal Bº Aramburu,Plumerillo S/N,,5400,,,
San Juan,Rivadavia,Rivadavia,Espacios Culturales,Organizaciones de la Sociedad Civil,Bilblioteca Popular Dr. Pablo Ramella del Barrio Aramburu,Plumerillo S/N,,5400,(0264) 4232-703,bibliotecapabloramella@uolsinectis.com,
San Juan,Rivadavia,Rivadavia,Espacios Culturales,Organizaciones de la Sociedad Civil,Biblioteca Popular Opinion de Juventud,Rastreador Calivar 1467,,5400,26-1927,,
San Juan,Rivadavia,Rivadavia,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Civil Un Sueño Para San Juan,Reconquista 568 Oeste,,5400,(0264)4238477,unsueñoparasanjuan@yahoo.com.at,
San Juan,Santa Lucía,Santa Lucia,Espacios Culturales,Bibliotecas populares,Bip. Pop. Rawson,Hipolito Yrigoyen (E 2537,,5411,0264-4254114,bibpoprawson@hotmail.com,
San Juan,Santa Lucía,Santa Lucia,Espacios Culturales,Bibliotecas populares,Bip. Pop. Juana Manso,Jose Manuel Estrada 1059,,5411,4250711 / 154581444 / 4275011,bjuanamanso@gmail.com,
San Juan,Santa Lucía,Santa Lucia,Espacios Culturales,Bibliotecas populares,Bip. Pop. Plus Ultra,Libertad (N) 1754,,5411,0264-4219805 / 4202150,,
San Juan,Santa Lucía,Santa Lucia,Espacios Culturales,Bibliotecas populares,Bip. Pop. Mun. Jose de San Martin,Necochea 1875,,5400,0264-154186476,bibgsm@yahoo.com.ar,
San Juan,Santa Lucía,Santa Lucia,Patrimonio,Espacios de exhibición patrimonial,Museo Abenhamar Rodrigo,Hipólito Irigoyen (Este) 2537,,5411,0264 - 4254114,bibpoprawson@hotmail.com,
San Juan,Santa Lucía,Santa Lucia,Espacios Culturales,Organizaciones de la Sociedad Civil,Union Vecinal Bº J.F.Kennedy,Alberti 377 Norte,,5411,(0264) 4227568,,
San Juan,Santa Lucía,Santa Lucia,Espacios Culturales,Organizaciones de la Sociedad Civil,Fundacion Integracion Harpe,Avenida Argentina 374,,5411,,,
San Juan,Santa Lucía,Santa Lucia,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion de Amigos de la Biblioteca Publica Popular Gral Don Jose de San Martin,Fray Mamerto Esquiu (Este) 1619,,J5411CQC,(0264) 4229078,bgsm@uolsinectis.com.ar,
San Juan,Santa Lucía,Santa Lucia,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Civil Musas de Los Andes,Lencinas 3179 Este,,5411,(0264) 156726786,rodybeatrice@yahoo.com.ar,
San Juan,Santa Lucía,Santa Lucia,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Sanjuanina de Periodistas Deportivos,Nueva España 464,,-,(0264) 425-1808,asped@hotmail.com,
San Juan,Santa Lucía,Santa Lucia,Espacios Culturales,Organizaciones de la Sociedad Civil,Grupo Misionero Callejon Holanda,San Lorenzo 2057,,5411,(064)21-4026,,
San Juan,Santa Lucía,Santa Lucia,Espacios Culturales,Organizaciones de la Sociedad Civil,Centro de Jubilados y Pensionados Paz y Armonia,Tomas Edison Este 2228,,5411,,,
San Juan,Sarmiento,Villa Media Agua,Espacios Culturales,Bibliotecas populares,Bip. Pop. Intendente Edgardo Barboza,25 de Mayo S/N,,,0264-4941062,eas_sarmiento@hotmail.com,
San Juan,Sarmiento,Villa Media Agua,Espacios Culturales,Bibliotecas populares,Bip. Pop. Domingo Faustino Sarmiento,Belgrano y Martinez Lopez 438,,5435,0264-4941003/155134447,bibliotecapopular_sarmiento@hotmail.com,
San Juan,Sarmiento,Villa Media Agua,Industrias Culturales,Radios,Fm Patria,Av. 25 de Mayo 79,,,,,
San Juan,Ullúm,Villa Ibañez,Espacios Culturales,Bibliotecas populares,Bip. Pop. Luis Francisco Solera,Calle 5 de Julio y Proyec.,,,155031855 / 154108555,bibliotecaullum@gmail.com,
San Juan,Ullúm,Villa Ibañez,Patrimonio,Monumentos y lugares históricos,Minas de Hualilán,Ruta Provincial 436 (N),,,,,
San Juan,Ullúm,Villa Ibañez,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Para el Desarrollo Cultural de Ullum,5 de Julio y Proyectada S/N,,5409,(0264) 156629225/154108555,revistaelsismo@yahoo.com.ar,
San Juan,Valle Fértil,Villa San Agustin,Patrimonio,Espacios de exhibición patrimonial,Centro Cultural Pachamalui,Calle Calixto Elizondo y Rivadavia S/N,,5449,02646 - 420236,pachamaluiirupe@yahoo.com.ar,
San Juan,Valle Fértil,Villa San Agustin,Patrimonio,Monumentos y lugares históricos,Yacimiento de Ischigualasto,S/D,,,,,
San Juan,Valle Fértil,Villa San Agustin,Patrimonio,Monumentos y lugares históricos,Ruinas Jesuíticas de las Tumanas y Area de Influencia,"Ruta Provincial 142 y Río Las Tumanas, Valle Férti",,,,,
San Juan,Zonda,Villa Basilio Nievas,Espacios Culturales,Bibliotecas populares,Bip. Pop. Legisladores Argentinos,Ruta Nº 12 Km 2,,5401,0264-4945143/156614614,coronadadelaureles@yahoo.com.ar,
San Luis,Ayacucho,Candelaria,Espacios Culturales,Bibliotecas populares,Biblioteca Popular D.F.Sarmiento,Loaiza S/N,,5713,,bibliotecapopularcandelaria@hotmail.com,
San Luis,Ayacucho,Candelaria,Espacios Culturales,Organizaciones de la Sociedad Civil,Institucion Jesucristo el Buen Pastor,0,,5700,(02652) 440311,,
San Luis,Ayacucho,Quines,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Folklorica Quineña,Granaderos Figueroa y Sarmiento S/N,,5711,(0651)70-145,,
San Luis,Ayacucho,San Francisco del Monte de Oro,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Juan de Dios Escobar,Belgrano 467,,5705,,,
San Luis,Ayacucho,San Francisco del Monte de Oro,Patrimonio,Monumentos y lugares históricos,Escuela de San Francisco del Monte de Oro,S/D,,,,,
San Luis,Belgrano,Nogoli,Espacios Culturales,Bibliotecas populares,Biblioteca PopularMun. Juan W. Gez,San Martin,,D5720AFA,,,
San Luis,Belgrano,Villa de La Quebrada,Espacios Culturales,Organizaciones de la Sociedad Civil,Biblioteca Popular Lucia Soler,Monseñor Dipascuo 290,,DH5703XBY,,,
San Luis,Belgrano,Villa General Roca,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Los Manantiales,Escuela Prov.84,,5703,,,
