provincia,departamento,localidad,tipo,subtipo,nombre,direccion,source_geo,lat,lon,piso,cp,telefono,email,web
Santa Fe,San Javier,Alejandra,Espacios Culturales,Organizaciones de la Sociedad Civil,Biblioteca Popular Santiago Salvagiot,San Martin 1039,osm,-29.1482600929,-59.64308535,,3051,03405-492196,,
Santa Fe,San Javier,Romang,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Despertar,Brigadier Lopez 1793,osm,-33.4452286,-62.0883944,,S3555ALA,,bpd@trenet.com.ar,
Santa Fe,San Javier,Romang,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Mutual de Romang Fútbol Club Con Edem Nº 314 Romang,M.Moreno 1157,osm,-32.8145979,-60.7224888,,3555,03482-496174/49661,romang@amrfc.com.ar,
Santa Fe,San Javier,Romang,Espacios Culturales,Organizaciones de la Sociedad Civil,Comuna de Romang,Simon de Iriondo 789,osm,-31.5851514,-60.6967215,,3555,(03482) 496-011/200/300,comuna@romang.gov.ar,
Santa Fe,San Javier,Romang,Industrias Culturales,Radios,Fm Teofilo Romang,San Martin 2052,osm,-32.9764777,-60.6372639,,,(03482) 496460,,
Santa Fe,San Javier,San Javier,Espacios Culturales,Bibliotecas populares,Biblioteca PopularPub. Julio Migno,San Martin 1729,osm,-31.6000895,-60.6927483,,S3005BBK,,bibliojmigno@yahoo.com.ar,
Santa Fe,San Javier,San Javier,Industrias Culturales,Radios,Fm Norte,Santa Fe 1457,osm,-31.6184553,-60.7029753,,,(03405) 424242,,
Santa Fe,San Jerónimo,Barrancas,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Dr. Fernando R. Ramirez,Alem 714,osm,-32.739353,-60.7362878091,,S2246BAL,,bibliopo@cosmol.com.ar,
Santa Fe,San Jerónimo,Barrancas,Espacios Culturales,Organizaciones de la Sociedad Civil,Vida Solidaria,- 50,osm,-31.6184553,-60.7029753,,2246,(0342) 155024219,vidasolidaria@hotmail.com,
Santa Fe,San Jerónimo,Barrancas,Industrias Culturales,Radios,Fm 105.7 Radio Barrancas,San Martin 1175,osm,-29.1496771796,-59.6432831755,,,,,
Santa Fe,San Jerónimo,Coronda,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Coronel Jose Rodriguez,España 1815,osm,-33.0039552,-60.6575465,,S2240AUO,,bibliocoronda@arnet.com.ar,
Santa Fe,San Jerónimo,Coronda,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Juan B. Arzeno,San Martin 1152,osm,-29.1494892245,-59.6430784745,,2240,,,
Santa Fe,San Jerónimo,Coronda,Espacios Culturales,Organizaciones de la Sociedad Civil,Biblioteca Popular Coronel Jose Rodriguez,España 1815,osm,-33.0039552,-60.6575465,,C224AUO,(0342) 4911-197,bibliocoronda@arnet.com.ar,
Santa Fe,San Jerónimo,Coronda,Espacios Culturales,Organizaciones de la Sociedad Civil,Club de Leones de Coronda,Guemes 1557,osm,-33.4650111,-61.4937615,,2240,(0342) 4911732,clubdeleonescoronda@uol.com.ar,
Santa Fe,San Jerónimo,Coronda,Espacios Culturales,Organizaciones de la Sociedad Civil,Mujeres Trabajando Filial N° 1,Juan de Garay 1707,osm,-31.6511593,-60.7160347,,3000,03424607448/0342154308287,marilaelias@hotmail.com; mujerestrabajando@hotmail.com,
Santa Fe,San Jerónimo,Coronda,Espacios Culturales,Organizaciones de la Sociedad Civil,Sociedad Argentina de Socorros Mutuos de Coronda,Rivadavia 1780,osm,-33.2312354857,-60.3249511551,,2240,0342-4910599/0342-4910690/0342-4911003,sumutual@sociedad-arg.com.ar,
Santa Fe,San Jerónimo,Coronda,Industrias Culturales,Radios,Fm Costa Blanca,Rivadavia 1664,osm,-33.2304667,-60.3257647959,,,(0342) 4911220,,
Santa Fe,San Jerónimo,Coronda,Espacios Culturales,Salas de cine,Cine America,Rivadavia 1780,osm,-33.2312354857,-60.3249511551,,2240,,,
Santa Fe,San Jerónimo,Galvez,Espacios Culturales,Salas teatrales,Teatro Marconi,Moreno 645,cultura,-32.2897,-61.222383,,2252,,,
Santa Fe,San Jerónimo,Galvez,Patrimonio,Espacios de exhibición patrimonial,Museo Municipal de Artes Visuales Orlando Ruffinengo,Rivadavia 781,osm,-33.2243223224,-60.3320173245,,2252,(03404) 4804870,museoruffinengo@galvez.gov.ar,
Santa Fe,San Jerónimo,Galvez,Espacios Culturales,Librerías,Papiros Libros,Mendoza 1208,osm,-32.9478755,-60.6599743,,2252,(03404) 48-3137,,
Santa Fe,San Jerónimo,Galvez,Espacios Culturales,Organizaciones de la Sociedad Civil,Fundacion Integrar San Jeronimo,Lavalle 331,osm,-32.9691641,-60.6852562,,2252,03404-15491944 - 483056 - 480878,gguada@cegnet.com.ar,
Santa Fe,San Jerónimo,Galvez,Espacios Culturales,Organizaciones de la Sociedad Civil,Biblioteca Popular Dr. Andres Egaña,Rivadavia 791,osm,-33.2243840878,-60.3319529776,,S25252HQD,(03404) 480-850,bibliotecagalvez@unimedio.com,
Santa Fe,San Jerónimo,Galvez,Industrias Culturales,Radios,Rg1 Radio Galvez S.R.L,Mitre 259,osm,-29.1461081153,-59.6396832724,,,(03404) 481424,,
Santa Fe,San Jerónimo,Maciel,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Dr. Pedro S. Alcacer,Salta 661,osm,-33.2274325429,-60.3341205367,,S2209BBG,,biblalcacer@hotmail.com,
Santa Fe,San Jerónimo,Maciel,Espacios Culturales,Organizaciones de la Sociedad Civil,Biblioteca Popular Dr. Pedro S. Alcacer,Salta 661,osm,-33.2274325429,-60.3341205367,,S2209BBG,(03476) 470-331,biblalcaacer@hotmail.com,
Santa Fe,San Jerónimo,Maciel,Industrias Culturales,Radios,Fm Garage (Ex. Maciel),Jujuy 741,osm,-33.2272495327,-60.3355063857,,,(03476) 470383,,
Santa Fe,San Jerónimo,San Genaro,Espacios Culturales,Bibliotecas populares,Biblioteca Popular D.F.Sarmiento,Bartolome Mitre 1350,osm,-32.852318,-60.7848872,,2147,,,
Santa Fe,San Jerónimo,San Genaro,Espacios Culturales,Organizaciones de la Sociedad Civil,Fundacion Italsol,Belgrano 660,osm,-29.1437991724,-59.6460612939,,2147,(0401)93-133,,
Santa Fe,San Jerónimo,San Genaro,Espacios Culturales,Organizaciones de la Sociedad Civil,Club Atlético y Biblioteca Popular San Genaro,Lisandro de La Torre 34,osm,-31.6481179,-60.7251282,,2146,03401-448290/03401-449157/03401-15643501,"rino@redcrs.com.ar, comunasg@lq.com.ar",
Santa Fe,San Jerónimo,San Genaro Norte,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Dr. Dalmacio Velez Sarfield,San Martin 725,osm,-31.604602,-60.6940739,,2147,,,
Santa Fe,San Jerónimo,San Genaro Norte,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Para el Desarrollo del Centro Santafesino,Tucumán 551,osm,-32.9321221,-60.6955673,,2147,03401-15436654 - 15641225,adeces@argentina.com,
Santa Fe,San Justo,Gobernador Crespo,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Estanislao Zeballos,Estanislao Zeballos 165,osm,-31.602511,-60.7082013,,3044,,bibliotecagcrespo@hotmail.com,
Santa Fe,San Justo,Gobernador Crespo,Espacios Culturales,Organizaciones de la Sociedad Civil,Biblioteca Popular Estanislao Zeballos,Estanislao Zeballos 165,osm,-31.602511,-60.7082013,,S3044ALC,(03498) 480-892,bibliotecagcrespco@hotmail.com,
Santa Fe,San Justo,Gobernador Crespo,Industrias Culturales,Radios,Fm Municipal,Juan de Garay 259,osm,-31.6511593,-60.7160347,,,,,
Santa Fe,San Justo,La Criolla,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Luis Landriscina,Santa Fe 278,osm,-31.6184553,-60.7029753,,3052,,bibliolacriolla@gcrespo.com.ar,
Santa Fe,San Justo,La Criolla,Espacios Culturales,Organizaciones de la Sociedad Civil,Biblioteca Popular Luis Landriscina,Santa Fe 278,osm,-31.6184553,-60.7029753,,3052,(03498) 495-306/495-237,campuslacriolla@csdnet1.com.ar,
Santa Fe,San Justo,La Criolla,Espacios Culturales,Organizaciones de la Sociedad Civil,Biblioteca Popular Luis Landrisina,Santa Fe 278,osm,-31.6184553,-60.7029753,,S3052ARD,03498 495237-495306,campuslacriolla@gcrespo.com.ar,
Santa Fe,San Justo,San Justo,Espacios Culturales,Librerías,La Casa del Libro,Av. 9 de Julio 2446,osm,-33.4542235,-61.4982157,,3040,(03498) 42-9155,libsjus@sanjustosf.com.ar,
Santa Fe,San Justo,San Justo,Espacios Culturales,Librerías,La Casa del Libro,Independencia 2591,osm,-33.2420444551,-60.3236440735,,3040,(03498) 429155,libro.eferrero@sanjusto.com.ar,
Santa Fe,San Justo,San Justo,Espacios Culturales,Organizaciones de la Sociedad Civil,Club Colon de San Justo,Avenida Iriondo 2499,osm,-33.2419582,-60.8320499,,3040,(03498) 427-546,clubcolonsj@sanjustosf.com.ar,
Santa Fe,San Justo,San Justo,Industrias Culturales,Radios,Fm Platino,9 de Julio 2424,osm,-32.9538898,-60.6400008,,,(03498) 426003,,
Santa Fe,San Justo,San Justo,Industrias Culturales,Radios,"Fm 92,1 Radio Departamental",Batalla de Tucuman 2142,osm,-30.7897453,-60.5776736,,,(03498) 420100/0237/ 429005,,
Santa Fe,San Justo,San Martin Norte,Espacios Culturales,Bibliotecas populares,Bib.Esc.Pop. San Martin Norte (Escuela de la Familia Agricola N,Publica,osm,-33.2460669,-61.3506257,,3045,,,
Santa Fe,San Lorenzo,Capitan Bermudez,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Vecinal Barrio Copello,Uruguay 262,osm,-32.9691339,-60.730867,,2154,,,
Santa Fe,San Lorenzo,Carcaraña,Industrias Culturales,Radios,Fm 104,Av. La Plata 1049,osm,-32.8592391,-61.1538031,,,(0341) 4941519/ fax. 4942094,,
Santa Fe,San Lorenzo,Carcaraña,Industrias Culturales,Radios,Fm el Muro,Libertad 848,osm,-33.0205404,-60.6135953,,,(0341) 4940891,,
Santa Fe,San Lorenzo,Carcaraña,Espacios Culturales,Casas de la Historia y la Cultura del Bicentenario,Casa del Bicentenario,9 de Julio 522,cultura,-32.858617,-61.143979,,,,,
Santa Fe,San Lorenzo,Fuentes,Espacios Culturales,Bibliotecas populares,Biblioteca Popular D.F.Sarmiento,Mazza 316,osm,-32.7310595,-60.7507826,,S2123ALH,,esc6032mbel@dat1.net.ar,
Santa Fe,San Lorenzo,Puerto General San Martin,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Mutual Pto. Gral. San Martín,25 de Mayo 25 Bis,osm,-31.6469623,-60.7059019,,2202,03476-427538,mutualpgsm@Argentina.com,
Santa Fe,San Lorenzo,Puerto General San Martin,Espacios Culturales,Casas de la Historia y la Cultura del Bicentenario,Casa del Bicentenario,Av San Martin 270,cultura,-32.716932,-60.730982,,,,,
Santa Fe,San Lorenzo,Pujato,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Bernardino Rivadavia,Lisandro de La Torre 596,osm,-33.2282868449,-60.3322074898,,2123,,bibpop@dat1.net.ar,
Santa Fe,San Lorenzo,Roldan,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Bilioteca Popular General Belgrano,Pellegrini 246,osm,-33.2566132776,-60.3808337449,,S2134AQD,(0341) 4962-034,asocbibliobel@hotmail.com,
Santa Fe,San Lorenzo,Roldan,Industrias Culturales,Radios,Roldan Fm 92,9 de Julio 151,osm,-29.13817985,-59.64671315,,,,,
Santa Fe,San Lorenzo,Roldan,Festivales,Fiestas y festivales,Carnavales Tropicales de la Familia - Roldán,Av. Pellegrini y 9 de jluio,cultura,-32.8985426474,-60.9103918076,,2134,0341-496-2151,cultura@roldan.gov.ar,www.roldan.gov.ar
Santa Fe,San Lorenzo,San Lorenzo,Espacios Culturales,Salas teatrales,Teatro de La Ciudad,Entre Rios 520,cultura,-32.743125,-60.732633,,2200,,,
Santa Fe,San Lorenzo,San Lorenzo,Espacios Culturales,Bibliotecas populares,Bib.Esc.Pop. D.F.Sarmiento,Belgrano 720,osm,-29.1444785816,-59.6461568276,,2200,,antonietaoregui@hotmail.com,
Santa Fe,San Lorenzo,San Lorenzo,Patrimonio,Espacios de exhibición patrimonial,Museo Historico Conventual San Carlos,Belgrano 430,osm,-29.1413714337,-59.6457214327,,2200,(03476) 424774,,
Santa Fe,San Lorenzo,San Lorenzo,Espacios Culturales,Librerías,"Palabras, Libreria",Rivadavia 619,osm,-29.1499279163,-59.6447984184,,2200,(03476) 42-5566,palabras@arnet.com.ar,
Santa Fe,San Lorenzo,San Lorenzo,Espacios Culturales,Organizaciones de la Sociedad Civil,Centro de Estudios Desarrollo de Proyectos y Actividades Comunitarias,Fray Peña 2648,osm,-32.7438981,-60.7436369,,2200,(0347) 643-2302,,
Santa Fe,San Lorenzo,San Lorenzo,Espacios Culturales,Organizaciones de la Sociedad Civil,Sociedad Vecinal Remedios de Escalada de San Martin,Pte. Roca 1521,osm,-33.0116241,-60.6556344,,2200,,,
Santa Fe,San Lorenzo,San Lorenzo,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Vecinal Capitan Justo German Bermudez,Silverio Cordoba 1660,osm,-32.7347202,-60.7446472,,2200,03476-428541/430137/432302/15691170,avalos_ariel@hotmail.com,
Santa Fe,San Lorenzo,San Lorenzo,Industrias Culturales,Radios,Fm Rio,Av. San Martin 1147,osm,-33.3249425,-62.0385404,,,,,
Santa Fe,San Lorenzo,San Lorenzo,Industrias Culturales,Radios,Fm 94 Cristal,Francia 578,osm,-32.9427462,-60.6657093,,,,,
Santa Fe,San Lorenzo,San Lorenzo,Industrias Culturales,Radios,Emisora del Sol,Gral. Lopez 864,osm,-33.1499734,-60.5111358,,,,,
Santa Fe,San Lorenzo,San Lorenzo,Industrias Culturales,Radios,Sl1 Radio San Lorenzo,Santos Palacios 342,osm,-32.7450479,-60.7289524,,,(03476)431660,,
Santa Fe,San Martín,Cañada Rosquin,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Juan Bautista Alberdi,Mariano Moreno 515,osm,-32.7539561,-60.7426290085,,S2454AUK,,marianatur@hotmail.com,
Santa Fe,San Martín,Cañada Rosquin,Espacios Culturales,Organizaciones de la Sociedad Civil,Centro Tradicionalista,Urquiza 1044,osm,-33.2292693755,-60.3343456388,,2454,(0341) 470-876,fiestadelasartesanias@hotmail.com,
Santa Fe,San Martín,Carlos Pellegrini,Industrias Culturales,Radios,Fm Special,Rawson 574,osm,-32.9239875,-60.6692617,,,(03401) 481027,,
Santa Fe,San Martín,Carlos Pellegrini,Espacios Culturales,Salas de cine,Centro Cultural Comunal Jose Mazzini,Nicolas Levalle 945,cultura,-32.050643,-61.782664,,2453,,,
Santa Fe,San Martín,Carlos Pellegrini,Espacios Culturales,Salas de cine,Soledad Villamil,Nicolas Levalle 953,cultura,-32.050643,-61.782664,,2453,,,
Santa Fe,San Martín,Casas,Espacios Culturales,Bibliotecas populares,Biblioteca Popular D.F.Sarmiento,Independencia 583,osm,-33.2271847694,-60.3391830939,,2149,,,
Santa Fe,San Martín,Colonia Belgrano,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Bartolome Mitre,Av.Sarmiento 928,osm,-30.9485789,-61.5596692,,2257,,bmitre24@yahoo.com.ar,
Santa Fe,San Martín,El Trebol,Industrias Culturales,Radios,Radio el Trebol,Rio Negro 934,osm,-32.9434139,-60.7090786,,,(03401) 422497,,
Santa Fe,San Martín,Landeta,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Cooperadora Escuela Agrotécnica N° 301 Mariano Moreno,Córdoba 180,osm,-33.227827998,-60.3266928408,,2531,03406-497367 - 4972211,escueagrotec301@trynet.com.ar,
Santa Fe,San Martín,Maria Susana,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Bartolome Mitre,Urquiza 530,osm,-33.2257672061,-60.3380084571,,2527,,bbmitre@redcrs.com.ar,
Santa Fe,San Martín,Maria Susana,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Ex Alumnos Escuela Primaria Nº 277 y Biblioteca Popular Bartolome Mitre,Urquiza 530,osm,-33.2257672061,-60.3380084571,,2527,(03401) 466-963,bbmitre@redcrs.com.ar,
Santa Fe,San Martín,Piamonte,Espacios Culturales,Bibliotecas populares,Biblioteca Popular San Martin,Sarmiento 1301,osm,-29.1392053,-59.6519174,,2529,,arielallo@softhome.com.ar,
Santa Fe,San Martín,Piamonte,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Civil Kumelén,Rivadavia 857,osm,-33.2248716714,-60.3314523429,,2529,03401-456077/03401-15406956/03401-480210,"jorgezanuzzi@hotmail.com, asociacionkumelen@argentina.com",
Santa Fe,San Martín,San Jorge,Espacios Culturales,Salas teatrales,El Galpon Espacio Cultural,Eva Peron 1932,cultura,-31.895377,-61.857745,,2451,03406-442024,el galpondesanjorge@gmail.com.,
Santa Fe,San Martín,San Jorge,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Rivadavia,Av.San Martin 1023,osm,-33.3249425,-62.0385404,,S2452AXJ,,bprivadavia@arnet.com.ar,
Santa Fe,San Martín,San Jorge,Espacios Culturales,Librerías,Manina,Rivadavia 764,osm,-33.2242995245,-60.3322228184,,2451,(03406)443003 part,,
Santa Fe,San Martín,San Jorge,Espacios Culturales,Librerías,Agencia Diarios y Rev.,Rivadavia 869,osm,-29.1496166531,-59.6477402469,,2451,(03406)440510,,
Santa Fe,San Martín,San Jorge,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Marchigiana San Jorge,Av. Alberdi 308,osm,-32.9301335,-60.6738083,,2451,(0406)40-355,,
Santa Fe,San Martín,San Jorge,Espacios Culturales,Organizaciones de la Sociedad Civil,Fundacion Apertura San Jorge,Rivadavia 1140,osm,-33.2268835184,-60.3295284735,,2451,03406-442705,fundapatrynet.com.ar,
Santa Fe,San Martín,San Jorge,Espacios Culturales,Organizaciones de la Sociedad Civil,Consejo de Jovenes,Rivadavia 1545,osm,-33.2295754204,-60.3265129612,,2451,(0406)41-892,,
Santa Fe,San Martín,San Jorge,Industrias Culturales,Radios,Rt3 Radio San Jorge,Mendoza 1215,osm,-32.9478755,-60.6599743,,,(03406) 440297,,
Santa Fe,San Martín,San Martin de Las Escobas,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Juan Bautista Alberdi,San Martin 1190,osm,-29.1498430898,-59.6431264398,,S2449ADM,,bpsme@sme.redcrs.com.ar,
Santa Fe,San Martín,Sastre,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Gral. Jose de San Martin,9 de Julio 1729,osm,-32.9523743429,-60.6487928714,,S2440ABK,,bipsm@sme.com.ar,
Santa Fe,Vera,La Gallareta,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Tanino,Urquiza,osm,-32.940729,-60.6497256,,3057,,bptanino@csdnet.com.ar,
Santa Fe,Vera,Margarita,Espacios Culturales,Bibliotecas populares,Biblioteca Popular de Margarita,Antartida Argentina 1834,osm,-32.9342027,-60.7313705,,3056,,biblioteca@cosemar.com.ar,
Santa Fe,Vera,Vera,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Dr. Allende Lezama,San Martin 1631,osm,-29.1545670044,-59.6439869868,,3550,,,
Santa Fe,Vera,Vera,Espacios Culturales,Organizaciones de la Sociedad Civil,Los Obreros del Norte Socorros Mutuos,San Martin 1645,osm,-29.1546743721,-59.6440036838,,3550,,,
Santa Fe,Vera,Vera,Industrias Culturales,Radios,Radio Universal,Salta 1978,osm,-32.9389266,-60.6390308,,,(03483)421690,,
Santa Fe,Vera,Vera,Espacios Culturales,Salas de cine,Cine Teatro Español,25 de Mayo 1945,cultura,-29.459643,-60.215346,,3550,,,
Santiago del Estero,Atamisqui,Villa Atamisqui,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Padre Alberto Ciupke,Av. 25 de Mayo,osm,-28.4649092,-62.8295142,,4317,,,
Santiago del Estero,Avellaneda,Herrera,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Alfonso Nassif,Av.San Martin,osm,-27.5001201,-64.8595884,,G4328ZAA,,bpnassif@hotmail.com,
Santiago del Estero,Banda,La Banda,Espacios Culturales,Salas teatrales,Sala Teatro Municipal La Banda,Chacabuco 30,cultura,-27.729404,-64.242854,,4300,,,
Santiago del Estero,Banda,La Banda,Espacios Culturales,Bibliotecas populares,Biblioteca Popular San Martin,Amadeo Jacques 75,cultura,-27.74246,-64.252818,,4300,,,
Santiago del Estero,Banda,La Banda,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Ada Nilda Alderete,Añatuya Esq. Sumanpa,cultura,-27.735836,-64.243752,,4300,,,
Santiago del Estero,Banda,La Banda,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Domingo A. Bravo,Elordi y Catamarca 196,cultura,-27.735836,-64.243752,,4300,,bibliotecadbravo@infovia.com.ar,
Santiago del Estero,Banda,La Banda,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Rio Dulce,Franca,cultura,-27.735836,-64.243752,,4300,,bibpopriodulce@hotmail.com,
Santiago del Estero,Banda,La Banda,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Luis O. Orieta,J.B.Justo y Magallanes,cultura,-27.735836,-64.243752,,4300,,,
Santiago del Estero,Banda,La Banda,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Narciso Laprida,Laprida 434,cultura,-27.727238,-64.239309,,G4300GUJ,,,
Santiago del Estero,Banda,La Banda,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Absalon Rojas,Lavalle 245,cultura,-27.736875,-64.238921,,G4300AIE,,edithmattar@hotmail.com,
Santiago del Estero,Banda,La Banda,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Fortunato Juarez Barrios Miski Mayu y Parque Industrial,Mocovies 23,cultura,-27.766391,-64.239554,,4300,,,
Santiago del Estero,Banda,La Banda,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Carlos Pellegrini,Pellegrini 540,cultura,-27.728895,-64.234381,,4300,,bpcarlospellegrini@live.com.ar,
Santiago del Estero,Banda,La Banda,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Conrado Juarez,Rivadavia Norte 7,cultura,-27.730963,-64.237925,,4300,,,
Santiago del Estero,Banda,La Banda,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Bernardino Rivadavia,Saenz Peña 72,cultura,-27.732921,-64.241187,,4300,,,
Santiago del Estero,Banda,La Banda,Patrimonio,Espacios de exhibición patrimonial,Municipal de la Banda,Av. Besares y Belgrano,cultura,-27.735836,-64.243752,,4300,(0385) 4277654,,
Santiago del Estero,Banda,La Banda,Patrimonio,Espacios de exhibición patrimonial,Museo de la Ciudad Lazaro Criado,Av. Comandante Besares 222,cultura,-27.732207,-64.241784,,4300,(0385) 4277654,,
Santiago del Estero,Banda,La Banda,Espacios Culturales,Librerías,Tauro Ediciones Sociedad Colectiva,Absalon Rojas 161,cultura,-27.785813,-64.261949,,4300,,,
Santiago del Estero,Banda,La Banda,Espacios Culturales,Librerías,Zahuy-Len - Libr. Catolic,Pellegrini 154,cultura,-27.731239,-64.238414,,4300,(0385)4272529,,
Santiago del Estero,Banda,La Banda,Espacios Culturales,Librerías,Chiquititas,Rivadavia Norte 294,cultura,-27.729222,-64.239251,,4300,(0385) 4272333,,
Santiago del Estero,Banda,La Banda,Espacios Culturales,Organizaciones de la Sociedad Civil,Cooperativa Tantanacuna de Servicios Educativos,Alberdi 199,cultura,-27.732309,-64.244586,,4300,0385-4272311,mjabalosalcorta@yahoo.com.ar,
Santiago del Estero,Banda,La Banda,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Dante Alighieri la Banda,Belgrano 374,cultura,-27.735051,-64.243454,,4300,(0385) 427-4185,,
Santiago del Estero,Banda,La Banda,Espacios Culturales,Organizaciones de la Sociedad Civil,Biblioteca Popular Adanilda Alderete,Calle 2 597,cultura,-27.733721,-64.270816,,4300,,,
Santiago del Estero,Banda,La Banda,Espacios Culturales,Organizaciones de la Sociedad Civil,Biblioteca Popular Carlos Pellegrini,Carlos Pelegrini 540,cultura,-27.735836,-64.243752,,4300,,,
Santiago del Estero,Banda,La Banda,Espacios Culturales,Organizaciones de la Sociedad Civil,Atelier Cultural,Dorrego 141,cultura,-27.732593,-64.236115,,4300,0385-427-3064- 156097622,garaync@hotmail.com,
Santiago del Estero,Banda,La Banda,Espacios Culturales,Organizaciones de la Sociedad Civil,Centro Integral de Educacion Permanente (Ciep),España 178,cultura,-27.729932,-64.240533,,4300,0385-4270246 - 154068025,gefornes@yahoo.com.ar; ciep_proyectos@yahoo.com.ar,
Santiago del Estero,Banda,La Banda,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Pro-Fmto. y Cultural del Barrio Dulce la Banda,Principal Francia S/N,cultura,-27.735836,-64.243752,,4300,,,
Santiago del Estero,Banda,La Banda,Espacios Culturales,Organizaciones de la Sociedad Civil,Scociedad Cosmopolita de Socorros Mutuos,Rivadavia 7,cultura,-27.730963,-64.237925,,4300,,,
Santiago del Estero,Banda,La Banda,Espacios Culturales,Organizaciones de la Sociedad Civil,Biblioteca Popular Conrado Juarez,Rivadavia 7,cultura,-27.730963,-64.237925,,G4300GSA,0385-427-3254,,
Santiago del Estero,Banda,La Banda,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion de Fomento Vecinal Martin Miguel de Cervantes,Romualdo Gauna 405,cultura,-27.725032,-64.242638,,4300,(0385) 156974953 - 4278425,,
Santiago del Estero,Banda,La Banda,Espacios Culturales,Organizaciones de la Sociedad Civil,Fundacion Mater Dei,Roque Saenz Peña 153,cultura,-27.735836,-64.243752,,G4300BHC,(0385) 427-2679,materdei@tecnored.com,
Santiago del Estero,Banda,La Banda,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Cristiana Femenina,Urquiza 427,cultura,-27.787747,-64.254273,,4300,0385-4210144,,
Santiago del Estero,Banda,La Banda,Espacios Culturales,Organizaciones de la Sociedad Civil,La Fraternidad Gremio de Conductores de Locomotora,Urquiza 60,cultura,-27.731799,-64.267557,,4300,,,
Santiago del Estero,Banda,La Banda,Industrias Culturales,Radios,Radio Ciudad de la Banda S.R.L,España 181,cultura,-27.729911,-64.240498,,,,,
Santiago del Estero,Banda,La Banda,Patrimonio,Monumentos y lugares históricos,Edificio del Hospital Independencia,Av. Belgrano (N) 650,cultura,-27.778284,-64.271043,,,,,
Santiago del Estero,Banda,La Banda,Patrimonio,Monumentos y lugares históricos,Edificio de la Sede de la Confederacion General del Trabajo (C.G.T.),Av. Roca 644,cultura,-27.773088,-64.267371,,,,,
Santiago del Estero,Banda,La Banda,Espacios Culturales,Salas de cine,La Banda,Aut. Juan D. Peron 0,cultura,-27.762487,-64.244804,,4300,,,
Santiago del Estero,Banda,La Banda,Espacios Culturales,Casas de la Historia y la Cultura del Bicentenario,Casa del Bicentenario,Avenida Cmte. Besares 642,cultura,-27.734806,-64.236832,,,,,
Santiago del Estero,Belgrano,Bandera,Espacios Culturales,Bibliotecas populares,Biblioteca Popular Manuel Belgrano,Mitre,osm,-28.635668,-65.1376242,,3064,,bpbelgrano2252_bandera@hotmail.com,
Santiago del Estero,Capital,El Zanjon,Espacios Culturales,Organizaciones de la Sociedad Civil,Asociacion Civil Universidad Catolica de Santiago del Estero,3 de Febrero 143,osm,-28.4580124,-62.820969,,4200,(0385)4218935/4241285,acucse@arnet.com.ar,
Santiago del Estero,Capital,Santiago del Estero,Espacios Culturales,Salas teatrales,Teatro del Pueblo,Libertad Esq. Pringles,cultura,-27.791466,-64.267086,,4200,,,
Santiago del Estero,Capital,Santiago del Estero,Espacios Culturales,Salas teatrales,Adatise,Libertad 175,cultura,-27.785247,-64.257393,,,,,
